"baseMean","log2FoldChange","padj","gene_name"
697.769259506107,-11.5546783650666,4.34401093419937e-16,"IFNL1"
802.404570516478,-11.2435163101464,1.92035426171814e-20,"IFI44L"
932.907866653561,-11.1585385677371,1.51244022440558e-25,"IFNL2"
668.798239374096,-10.5270466393834,4.59745840653187e-18,"IFNL3"
173.232351497122,-9.49187735422061,7.88015122238114e-09,"CCL5"
295.925113186346,-9.47707881391857,3.65083766432982e-07,"LAMP3"
93.9774125006571,-9.44717353274842,2.10425160822127e-05,"RIPOR2"
3721.95965413655,-8.69462645821406,9.00932214924847e-75,"RSAD2"
37.7926484281621,-8.47963121416882,3.89826828079763e-07,"NCF2"
72.5760003753402,-8.40924177718949,2.52462814834816e-08,"IFNB1"
71.7037862557849,-8.30644112083273,1.07620033194968e-08,"CD38"
398.861886320278,-8.23969063182477,4.1091757980932e-31,"IFI44"
872.766369238703,-7.87195021134603,4.98641753538693e-16,"OASL"
37.0352631231069,-7.84571781699886,1.19484562682512e-06,"APOBEC3A"
35.3099432278843,-7.716469134937,8.46955064502089e-06,"GBP5"
847.211775065493,-7.65841548851635,1.06699688827538e-09,"CXCL10"
20.4019156180552,-7.60829570704464,7.87145310518916e-05,"IL1A"
13.2807083281516,-7.28081768618209,0.00247191333853956,"TMEM91"
3289.29715636805,-7.2697758156434,9.81716659647372e-43,"CX3CL1"
10.8186772941377,-7.23883496152321,0.0190461180786247,"MEIOC"
20.2185886194611,-7.18513631727937,0.000502752471649308,"CACNA1I"
21.8011130265247,-7.16370804875134,0.000681948338021583,"IL11"
20.1716587456411,-7.14020212917226,0.000270490551429736,"GNB4"
28.509474088347,-7.11577071739269,0.000234681538487334,"CCDC194"
11.3951276726808,-7.06758711917117,0.00137819924502166,"IFNL4"
9.76047223853809,-7.02278976115382,0.0206115192133946,"SP140"
10.3550621340292,-6.99698167752381,0.0158930098458342,"HDX"
8.01065094207788,-6.98358689434207,0.0189175310716108,"FAM107A"
10.2070998135151,-6.97308411157597,0.0250246000385906,"SPTSSB"
11.0970046096229,-6.90621886282048,0.00882994524796436,"SETBP1"
2071.58640264104,-6.90586141033331,1.59952859820014e-11,"CXCL11"
9.34364220464275,-6.89888429042175,0.00877806402626914,"LYPD5"
8.56368013701231,-6.89016340245675,0.00749981561643933,"SGIP1"
2401.22995650888,-6.7680915398417,8.69056545669527e-99,"HERC5"
13.9321569189329,-6.75260244012507,0.0032988080655267,"ZNF385D"
8.71496985905489,-6.67732763552212,0.0207713419397844,"RNF25"
8.56721306150751,-6.66705091505091,0.0424765064705675,"SYNPO2"
960.052564350709,-6.66545374204636,1.97328608828277e-11,"BST2"
8.54911073118179,-6.66453216773619,0.0461671480711753,"PLA1A"
15.2329906512208,-6.66130635170822,0.00165239131964861,"WNT11"
8.55906121441451,-6.63307378613765,0.0340225795482623,"NHLH2"
10.2565253719726,-6.61014749672721,0.0104200590077,"PHACTR1"
19.8274482419716,-6.60766863970697,0.00324621259884097,"MMP13"
10.9447503574876,-6.60172600768421,0.0342753705629827,"STIMATE"
9.90171981468069,-6.54518858322177,0.0189038312810649,"IL6"
13.1596026625815,-6.54156182125513,0.0166268233671284,"SLC2A3"
10.8338600066327,-6.54148075619452,0.0405870718302205,NA
15.5788508630035,-6.52175460987935,0.00628185960106336,"RFC2"
10.0316202650673,-6.50514670613564,0.0152763928906988,"RUFY4"
10.0854198619348,-6.48320071342079,0.00960900716360755,"RHEBL1"
14.7457676581462,-6.45746899822955,0.0347863980183562,"TSPAN7"
11.2641647686555,-6.43331376507376,0.0319320338271306,"IRX2"
12.3608890873052,-6.42654152371674,0.00668270032215172,"IGDCC3"
10.7001382296684,-6.41357248884564,0.0371271367816442,"TTYH1"
9.58638552622707,-6.40340668568586,0.0252693636157579,"CCL4"
8.9829912806275,-6.33846167651296,0.0222919421089353,"ZEB1"
11.1764558070565,-6.26920663285831,0.00953094975217973,"ICAM4"
10.3016811560925,-6.26757466105188,0.0388572939337422,"CHRNA6"
10.865424245828,-6.25523153345215,0.0288545616258371,"GATA3"
6.62379186424023,-6.25491109862048,0.0426080766766958,"SLC1A2"
10.0264895465304,-6.25297255425271,0.00520185340723759,"POGLUT3"
13.5826118508377,-6.2470431161802,0.0158930098458342,"CXCL9"
7777.62769428048,-6.18486172916204,1.32070714788296e-50,"ISG15"
15.6733424919023,-5.99799981851061,0.00374206897015297,"EXOSC5"
7493.11584506423,-5.98021526210868,1.48225528796309e-53,"IFIT2"
15.2103820890902,-5.94798037697684,0.00937883360581202,"CCL4L2"
9.31001087577695,-5.92044523889517,0.0426510536477604,"ZNF132"
12.0920920784089,-5.90918654422088,0.0274807739915827,"DDR2"
1301.70089953952,-5.87580803241493,1.72244277820146e-07,"GBP4"
1174.13360583569,-5.76804990879539,1.77425043125651e-11,"OAS2"
54.4097244320677,-5.72075912639678,1.56284462853323e-06,"C2CD4A"
12.3951683989836,-5.66466501732339,0.0427014870101585,"KANK4"
1032.86510564094,-5.64312085073137,1.11510509663171e-19,"USP18"
11.5903532614379,-5.5919512179417,0.0363047133828393,"MAN1C1"
1841.55934947511,-5.4674843893674,2.42359768735377e-63,"IFIT1"
3610.07558907212,-5.41957830274979,1.99528097430525e-100,"MX2"
73.6884524087803,-5.41623356372818,4.02870456174941e-08,"SIDT1"
11.9878811006905,-5.41489944193265,0.0233081490654765,"ZFP57"
372.352139929329,-5.40687478665741,2.38983091559079e-08,"CD274"
19.3301872033651,-5.2336192882611,0.00289083667790655,"TMEM268"
